"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Salmo S.G., III; Tibbetts I.R.; Duke N.C.","Salmo, Severino G. (36097541900); Tibbetts, Ian R. (6603473269); Duke, Norman C. (7004239489)","36097541900; 6603473269; 7004239489","Recolonization of mollusc assemblages in mangrove plantations damaged by Typhoon Chan-hom in the Philippines","2019","Estuarine, Coastal and Shelf Science","228","","106365","","","","7","10.1016/j.ecss.2019.106365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071835823&doi=10.1016%2fj.ecss.2019.106365&partnerID=40&md5=a6df3ff20000d07ea5b29c30a30ca389","Article","Final","","Scopus","2-s2.0-85071835823"
"Neubauer P.; Thorson J.T.; Melnychuk M.C.; Methot R.; Blackhart K.","Neubauer, Philipp (55653735600); Thorson, James T. (26538936900); Melnychuk, Michael C. (7801548640); Methot, Richard (25030446200); Blackhart, Kristan (56305056500)","55653735600; 26538936900; 7801548640; 25030446200; 56305056500","Drivers and rates of stock assessments in the United States","2018","PLoS ONE","13","5","e0196483","","","","20","10.1371/journal.pone.0196483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046953439&doi=10.1371%2fjournal.pone.0196483&partnerID=40&md5=321f3c144dff9023865577172fc56eb3","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85046953439"
"Kroetz K.; Luque G.M.; Gephart J.A.; Jardine S.L.; Lee P.; Moore K.C.; Cole C.; Steinkruger A.; Josh Donlan C.","Kroetz, Kailin (24329946500); Luque, Gloria M. (56231830200); Gephart, Jessica A. (55811795300); Jardine, Sunny L. (55195208900); Lee, Patrick (57220193368); Moore, Katrina Chicojay (57220894571); Cole, Cassandra (57220191595); Steinkruger, Andrew (57220192559); Josh Donlan, C. (8054528200)","24329946500; 56231830200; 55811795300; 55195208900; 57220193368; 57220894571; 57220191595; 57220192559; 8054528200","Consequences of seafood mislabeling for marine populations and fisheries management","2020","Proceedings of the National Academy of Sciences of the United States of America","117","48","","30318","30323","5","53","10.1073/pnas.2003741117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097211489&doi=10.1073%2fpnas.2003741117&partnerID=40&md5=3b022ca48abab4958413d9b5dbe2028e","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85097211489"
"Abinawanto; Bayu Intan M.D.; Wardhana W.; Bowolaksono A.","Abinawanto (55625129700); Bayu Intan, Mariana D. (37361119900); Wardhana, Wisnu (55366486900); Bowolaksono, Anom (57205093224)","55625129700; 37361119900; 55366486900; 57205093224","DNA barcoding reveals underestimated species diversity of mantis shrimp larvae (Stomatopods) in banten bay, Indonesia","2019","Biodiversitas","20","6","","1758","1763","5","4","10.13057/biodiv/d200637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073379113&doi=10.13057%2fbiodiv%2fd200637&partnerID=40&md5=f674a48ca42d6c515a39a5ccefb25048","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85073379113"
"Grüss A.; Drexler M.D.; Ainsworth C.H.; Babcock E.A.; Tarnecki J.H.; Love M.S.","Grüss, Arnaud (35784242000); Drexler, Michael D. (55697939300); Ainsworth, Cameron H. (8728699400); Babcock, Elizabeth A. (7003981642); Tarnecki, Joseph H. (55330522900); Love, Matthew S. (57200446082)","35784242000; 55697939300; 8728699400; 7003981642; 55330522900; 57200446082","Producing distribution maps for a spatially-explicit ecosystem model using large monitoring and environmental databases and a combination of interpolation and extrapolation","2018","Frontiers in Marine Science","5","JAN","16","","","","24","10.3389/fmars.2018.00016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041306190&doi=10.3389%2ffmars.2018.00016&partnerID=40&md5=02d414188100d469ce913de0bafb2a3e","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85041306190"
"Couce Montero L.; Christensen V.; Bilbao Sieyro A.; Pérez González Y.; Jiménez-Alvarado D.; Castro J.J.","Couce Montero, Lorena (56682091100); Christensen, Villy (7102413844); Bilbao Sieyro, Alberto (57209537415); Pérez González, Yeray (37009377500); Jiménez-Alvarado, David (57194198024); Castro, José J. (55976902600)","56682091100; 7102413844; 57209537415; 37009377500; 57194198024; 55976902600","Temporal and spatial predictions of effect of alternative fishing policies for the Gran Canaria marine ecosystem","2019","Journal of Fish Biology","94","6","","882","895","13","6","10.1111/jfb.14012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068046786&doi=10.1111%2fjfb.14012&partnerID=40&md5=ea0e367e8fda4d8195f14930cb856310","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85068046786"
"Raoux A.; Lassalle G.; Pezy J.-P.; Tecchio S.; Safi G.; Ernande B.; Mazé C.; Loc'h F.L.; Lequesne J.; Girardin V.; Dauvin J.-C.; Niquil N.","Raoux, Aurore (56993474700); Lassalle, Géraldine (23978064900); Pezy, Jean-Philippe (55801928700); Tecchio, Samuele (37666203900); Safi, Georges (56165411400); Ernande, Bruno (6602927784); Mazé, Camille (57198771086); Loc'h, François Le (57214815319); Lequesne, Justine (55856087500); Girardin, Valérie (6506532363); Dauvin, Jean-Claude (7005140216); Niquil, Nathalie (55901514800)","56993474700; 23978064900; 55801928700; 37666203900; 56165411400; 6602927784; 57198771086; 57214815319; 55856087500; 6506532363; 7005140216; 55901514800","Measuring sensitivity of two OSPAR indicators for a coastal food web model under offshore wind farm construction","2019","Ecological Indicators","96","","","728","738","10","37","10.1016/j.ecolind.2018.07.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050073998&doi=10.1016%2fj.ecolind.2018.07.014&partnerID=40&md5=ecbac16997ce919b8947c10db0795a24","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85050073998"
"Kusbiyanto; Bhagawati D.; Nuryanto A.","Kusbiyanto (57199298852); Bhagawati, Dian (57193117071); Nuryanto, Agus (57193111504)","57199298852; 57193117071; 57193111504","Dna barcoding of crustacean larvae in segara anakan, cilacap, central java, indonesia using cytochrome c oxidase gene","2020","Biodiversitas","21","10","","4878","4887","9","10","10.13057/biodiv/d211054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092206030&doi=10.13057%2fbiodiv%2fd211054&partnerID=40&md5=2f3acfdd9b10d6518a00541428e0c423","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85092206030"
"Al-Asif A.; Hamli H.; Kamal A.H.M.; Idris M.H.; Gerusu G.J.; Ismail J.B.; Karim N.U.","Al-Asif, Abdulla (57207254885); Hamli, Hadi (54896338300); Kamal, Abu Hena Mustafa (57198125019); Idris, Mohd Hanafi (26029151500); Gerusu, Geoffery James (53866671600); Ismail, Johan Bin (36133356300); Karim, Nurul Ulfah (36698072100)","57207254885; 54896338300; 57198125019; 26029151500; 53866671600; 36133356300; 36698072100","Benthic macrofaunal assemblage in Seagrass-Mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia","2020","Biodiversitas","21","10","","4606","4615","9","17","10.13057/biodiv/d211019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091500427&doi=10.13057%2fbiodiv%2fd211019&partnerID=40&md5=18d207aa5a52d34d438a2b576ba83155","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85091500427"
"March D.; Boehme L.; Tintoré J.; Vélez-Belchi P.J.; Godley B.J.","March, David (22941281300); Boehme, Lars (57203674675); Tintoré, Joaquín (7003580674); Vélez-Belchi, Pedro Joaquín (7801599223); Godley, Brendan J. (7006693687)","22941281300; 57203674675; 7003580674; 7801599223; 7006693687","Towards the integration of animal-borne instruments into global ocean observing systems","2020","Global Change Biology","26","2","","586","596","10","21","10.1111/gcb.14902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075738170&doi=10.1111%2fgcb.14902&partnerID=40&md5=e807e31c83f97eee2f307a18fae46fee","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85075738170"
"Tedesco E.C.; Calderon E.N.; Seoane J.C.S.; Moraes L.E.; Lopes L.S.; Da Silva N.R.S.; Schiavetti A.","Tedesco, Erik Costa (57194574051); Calderon, Emiliano Nicolas (55235748400); Seoane, José Carlos Sícoli (8319774000); Moraes, Leonardo Evangelista (55174455700); Lopes, Leones Silva (57208204998); Da Silva, Nadson Ressyé Simões (57208213164); Schiavetti, Alexandre (23062283700)","57194574051; 55235748400; 8319774000; 55174455700; 57208204998; 57208213164; 23062283700","Coral reef benthic assemblages of a marine protected area in eastern brazil: Effect of reef habitats on the spatial pattern of species","2018","Journal of Natural History","52","41-42","","2723","2743","20","5","10.1080/00222933.2018.1552332","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064106448&doi=10.1080%2f00222933.2018.1552332&partnerID=40&md5=e310b14a37fb3039a275970146273800","Article","Final","","Scopus","2-s2.0-85064106448"
"Luong A.D.; Dewulf J.; De Laender F.","Luong, Anh D. (56242455700); Dewulf, Jo (7006029915); De Laender, Frederik (55912403900)","56242455700; 7006029915; 55912403900","Quantifying the primary biotic resource use by fisheries: A global assessment","2020","Science of the Total Environment","719","","137352","","","","3","10.1016/j.scitotenv.2020.137352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080088723&doi=10.1016%2fj.scitotenv.2020.137352&partnerID=40&md5=5d44cf575266724e44c6d580c0c1b78b","Article","Final","","Scopus","2-s2.0-85080088723"
"Kluger L.C.; Scotti M.; Vivar I.; Wolff M.","Kluger, Lotta C. (56862169000); Scotti, Marco (7003580815); Vivar, Ivonne (57209716090); Wolff, Matthias (7403304576)","56862169000; 7003580815; 57209716090; 7403304576","Specialization of fishers leads to greater impact of external disturbance: Evidence from a social-ecological network modelling exercise for Sechura Bay, northern Peru","2019","Ocean and Coastal Management","179","","104861","","","","10","10.1016/j.ocecoaman.2019.104861","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068532685&doi=10.1016%2fj.ocecoaman.2019.104861&partnerID=40&md5=5679b814d10a0e07195d3932afcc4370","Article","Final","","Scopus","2-s2.0-85068532685"
"Blanchet M.-A.; Primicerio R.; Smalås A.; Arias-Hansen J.; Aschan M.","Blanchet, Marie-Anne (55626540800); Primicerio, Raul (55931822300); Smalås, Aslak (57193427041); Arias-Hansen, Juliana (57204240958); Aschan, Michaela (6602222369)","55626540800; 55931822300; 57193427041; 57204240958; 6602222369","Data on European seafood biomass production by country, sectors, and species in 2004–2014 and on ecological characteristics of the main species produced","2018","Data in Brief","21","","","1895","1899","4","0","10.1016/j.dib.2018.10.095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056864616&doi=10.1016%2fj.dib.2018.10.095&partnerID=40&md5=9db0dbd23087e0a3847b6e2137c8d5ac","Data paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85056864616"
"Teletchea S.; Teletchea F.","Teletchea, Stéphane (6505976181); Teletchea, Fabrice (23490483800)","6505976181; 23490483800","STOREFISH 2.0: A database on the reproductive strategies of teleost fishes","2020","Database","2020","","baaa095","","","","5","10.1093/database/baaa095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096814571&doi=10.1093%2fdatabase%2fbaaa095&partnerID=40&md5=ae2ae3a8a2cad827e38f766cba55e342","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096814571"
"Michailidis N.; Katsanevakis S.; Chartosia N.","Michailidis, Nikolas (37461913500); Katsanevakis, Stelios (55879579300); Chartosia, Niki (10144829200)","37461913500; 55879579300; 10144829200","Recreational fisheries can be of the same magnitude as commercial fisheries: The case of Cyprus","2020","Fisheries Research","231","","105711","","","","20","10.1016/j.fishres.2020.105711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089072998&doi=10.1016%2fj.fishres.2020.105711&partnerID=40&md5=443b6145bd786e0ad5c9ea3af3d1c647","Article","Final","","Scopus","2-s2.0-85089072998"
"Corrales X.; Katsanevakis S.; Coll M.; Heymans J.J.; Piroddi C.; Ofir E.; Gal G.","Corrales, X. (56582368900); Katsanevakis, S. (55879579300); Coll, M. (57200581637); Heymans, J.J. (6602288929); Piroddi, C. (24482197600); Ofir, E. (49461577100); Gal, G. (57207608316)","56582368900; 55879579300; 57200581637; 6602288929; 24482197600; 49461577100; 57207608316","Advances and challenges in modelling the impacts of invasive alien species on aquatic ecosystems","2020","Biological Invasions","22","3","","907","934","27","21","10.1007/s10530-019-02160-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076227865&doi=10.1007%2fs10530-019-02160-0&partnerID=40&md5=b5e27df37d0888649964354f7a75854f","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85076227865"
"Thomas Travaille K.L.; Crowder L.B.; Kendrick G.A.; Clifton J.","Thomas Travaille, Kendra L. (57207816087); Crowder, Larry B. (7005270269); Kendrick, Gary A. (7003630209); Clifton, Julian (35974931300)","57207816087; 7005270269; 7003630209; 35974931300","Key attributes related to fishery improvement project (FIP) effectiveness in promoting improvements towards sustainability","2019","Fish and Fisheries","20","3","","452","465","13","12","10.1111/faf.12357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062999900&doi=10.1111%2ffaf.12357&partnerID=40&md5=accaf3becefe06be6791a180bd932358","Article","Final","","Scopus","2-s2.0-85062999900"
"van Elden S.; Meeuwig J.J.","van Elden, Sean (56405606900); Meeuwig, Jessica J. (6603379568)","56405606900; 6603379568","Wild observation of putative dynamic decapod mimicry by a cuttlefish (Sepia cf. smithi)","2020","Marine Biodiversity","50","6","93","","","","3","10.1007/s12526-020-01117-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093969765&doi=10.1007%2fs12526-020-01117-0&partnerID=40&md5=f23aa2b0d155d1ae5a2c787599ffc915","Article","Final","","Scopus","2-s2.0-85093969765"
"Tai T.C.; Steiner N.S.; Hoover C.; Cheung W.W.L.; Sumaila U.R.","Tai, Travis C. (57197731799); Steiner, Nadja S. (7006954827); Hoover, C. (55598449100); Cheung, William W.L. (57201781940); Sumaila, U. Rashid (6701840163)","57197731799; 7006954827; 55598449100; 57201781940; 6701840163","Evaluating present and future potential of arctic fisheries in Canada","2019","Marine Policy","108","","103637","","","","22","10.1016/j.marpol.2019.103637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073700752&doi=10.1016%2fj.marpol.2019.103637&partnerID=40&md5=30d96314f61c0e90703ee55def56dcf2","Article","Final","","Scopus","2-s2.0-85073700752"
"Jâms I.B.; Windsor F.M.; Poudevigne-Durance T.; Ormerod S.J.; Durance I.","Jâms, Ifan B. (57216040323); Windsor, Fredric M. (57190684969); Poudevigne-Durance, Thomas (57216038411); Ormerod, Steve J. (7006426449); Durance, Isabelle (6603194739)","57216040323; 57190684969; 57216038411; 7006426449; 6603194739","Estimating the size distribution of plastics ingested by animals","2020","Nature Communications","11","1","1594","","","","117","10.1038/s41467-020-15406-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082534309&doi=10.1038%2fs41467-020-15406-6&partnerID=40&md5=33f01b7773d4d1aca3051518fbf44668","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85082534309"
